source_system,source_id,customer_name,email,tax_id,country,phone,account_owner,credit_limit,deal_size
HubSpot,HB-9043,Acme Corp,sales9043@acmecorporation.com,UK57501571,UK,+1-772-348-9537,Rep A,,"$48,000"
HubSpot,HB-9044,Soylent Foods,sales9044@soylentcorp.com,CA43096758,CA,+1-835-489-6399,Rep B,,"$26,000"
HubSpot,HB-9045,Pied Piper Compression,sales9045@piedpiper.com,FR53739710,FR,+1-763-127-8563,Rep C,,"$18,000"
HubSpot,HB-9046,Dunder Paper Co,sales9046@dundermifflin.com,CA19282319,CA,+1-586-175-8357,Rep C,,"$35,000"
HubSpot,HB-9047,Bluth Development,sales9047@bluthcompany.com,JP81721578,JP,+1-454-773-6816,Rep A,,"$46,000"
HubSpot,HB-9048,Goliath Bank,sales9048@goliathnationalbank.com,US85594147,US,+1-964-631-4621,Rep B,,"$28,000"
HubSpot,HB-9049,Oscorp Tech,sales9049@oscorpindustries.com,SG88999206,SG,+1-947-245-6707,Rep B,,"$26,000"
HubSpot,HB-9050,Dunder Paper Co,sales9050@dundermifflin.com,FR79942848,FR,+1-551-763-2791,Rep C,,"$15,000"
HubSpot,HB-9051,Stark Enterprise,sales9051@starkindustries.com,DE84076145,DE,+1-229-855-4232,Rep B,,"$42,000"
HubSpot,HB-9052,Vandelay Imports,sales9052@vandelayindustries.com,JP10597274,JP,+1-316-368-9019,Rep C,,"$45,000"
HubSpot,HB-9053,Massive Dynamic Corp,sales9053@massivedynamic.com,JP92048427,JP,+1-804-186-3194,Rep B,,"$12,000"
HubSpot,HB-9054,Stark Enterprise,sales9054@starkindustries.com,CA25696616,CA,+1-750-810-3838,Rep C,,"$15,000"
HubSpot,HB-9055,Pied Piper Compression,sales9055@piedpiper.com,CA28830282,CA,+1-717-768-9109,Rep B,,"$48,000"
HubSpot,HB-9056,Wayne Group,sales9056@wayneenterprises.com,FR82156607,FR,+1-993-656-7010,Rep C,,"$7,000"
HubSpot,HB-9057,Dunder Paper Co,sales9057@dundermifflin.com,FR67063296,FR,+1-320-894-4882,Rep A,,"$42,000"
HubSpot,HB-9058,Soylent Foods,sales9058@soylentcorp.com,JP32277675,JP,+1-920-399-5740,Rep C,,"$22,000"
HubSpot,HB-9059,Hooli Search,sales9059@hooli.com,UK28198434,UK,+1-453-879-7434,Rep B,,"$14,000"
HubSpot,HB-9060,Bluth Development,sales9060@bluthcompany.com,CA94263610,CA,+1-577-565-8996,Rep B,,"$42,000"
HubSpot,HB-9061,Acme Corp,sales9061@acmecorporation.com,UK71532017,UK,+1-490-445-9967,Rep C,,"$13,000"
HubSpot,HB-9062,Dunder Paper Co,sales9062@dundermifflin.com,,SG,+1-569-356-2350,Rep B,,"$47,000"
HubSpot,HB-9063,Initech Inc,sales9063@initechllc.com,,US,+1-807-331-9510,Rep C,,"$33,000"
HubSpot,HB-9064,Acme Corp,sales9064@acmecorporation.com,US56113741,US,+1-305-420-7022,Rep B,,"$13,000"
HubSpot,HB-9065,Oscorp Tech,sales9065@oscorpindustries.com,DE96110892,DE,+1-355-521-8248,Rep A,,"$10,000"
HubSpot,HB-9066,Nexus Corp,sales9066@nexusglobalinc.com,DE26529882,DE,+1-815-714-5668,Rep C,,"$6,000"
HubSpot,HB-9067,Cyberdyne Tech,sales9067@cyberdynesystems.com,FR79491111,FR,+1-808-172-9655,Rep A,,"$28,000"
HubSpot,HB-9068,Massive Dynamic Corp,sales9068@massivedynamic.com,,DE,+1-420-140-1990,Rep B,,"$37,000"
HubSpot,HB-9069,Cyberdyne Tech,sales9069@cyberdynesystems.com,JP66851305,JP,+1-723-308-3545,Rep C,,"$25,000"
HubSpot,HB-9070,Oscorp Tech,sales9070@oscorpindustries.com,UK51630244,UK,+1-516-782-3877,Rep A,,"$5,000"
HubSpot,HB-9071,Apex Solutions LLC,sales9071@apexsolutions.com,US31989243,US,+1-320-889-1480,Rep B,,"$32,000"
HubSpot,HB-9072,Initech Inc,sales9072@initechllc.com,,AU,+1-212-350-1753,Rep B,,"$28,000"
HubSpot,HB-9073,Oscorp Tech,sales9073@oscorpindustries.com,DE34019729,DE,+1-527-377-2276,Rep C,,"$28,000"
HubSpot,HB-9074,Massive Dynamic Corp,sales9074@massivedynamic.com,UK84234670,UK,+1-994-300-9954,Rep A,,"$14,000"
HubSpot,HB-9075,Acme Corp,sales9075@acmecorporation.com,JP13209180,JP,+1-410-642-4902,Rep B,,"$36,000"
HubSpot,HB-9076,Globex Global,sales9076@globexindustries.com,DE47557512,DE,+1-669-865-2391,Rep C,,"$11,000"
HubSpot,HB-9077,Hooli Search,sales9077@hooli.com,DE95525640,DE,+1-522-920-7438,Rep C,,"$25,000"
HubSpot,HB-9078,Dunder Paper Co,sales9078@dundermifflin.com,AU64561191,AU,+1-902-411-1660,Rep A,,"$25,000"
HubSpot,HB-9079,Nexus Corp,sales9079@nexusglobalinc.com,,US,+1-899-536-3831,Rep B,,"$18,000"
HubSpot,HB-9080,Initech Inc,sales9080@initechllc.com,CA47561442,CA,+1-289-386-7275,Rep A,,"$31,000"
HubSpot,HB-9081,Soylent Foods,sales9081@soylentcorp.com,AU62127652,AU,+1-683-642-6856,Rep C,,"$19,000"
HubSpot,HB-9082,Initech Inc,sales9082@initechllc.com,UK43266810,UK,+1-377-280-4875,Rep C,,"$25,000"
HubSpot,HB-9083,Soylent Foods,sales9083@soylentcorp.com,,US,+1-257-338-4584,Rep A,,"$38,000"
HubSpot,HB-9084,Apex Solutions LLC,sales9084@apexsolutions.com,UK80638102,UK,+1-949-547-8982,Rep C,,"$25,000"
HubSpot,HB-9085,Initech Inc,sales9085@initechllc.com,AU39962391,AU,+1-786-500-1530,Rep A,,"$43,000"
HubSpot,HB-9086,Stellar Tech,sales9086@stellartechnologies.com,AU69945655,AU,+1-249-495-8179,Rep C,,"$31,000"
HubSpot,HB-9087,Initech Inc,sales9087@initechllc.com,JP76180344,JP,+1-526-367-2715,Rep A,,"$26,000"
HubSpot,HB-9088,Initech Inc,sales9088@initechllc.com,JP31596235,JP,+1-644-260-1877,Rep A,,"$26,000"
HubSpot,HB-9089,Umbrella Holdings,sales9089@umbrellacorp.com,FR64932613,FR,+1-762-960-9043,Rep A,,"$8,000"
HubSpot,HB-9090,Soylent Foods,sales9090@soylentcorp.com,,US,+1-374-753-5781,Rep A,,"$35,000"
HubSpot,HB-9091,Nexus Corp,sales9091@nexusglobalinc.com,CA63347164,CA,+1-656-145-5313,Rep B,,"$34,000"
HubSpot,HB-9092,Wayne Group,sales9092@wayneenterprises.com,FR46045780,FR,+1-262-960-7342,Rep C,,"$31,000"
HubSpot,HB-9093,Goliath Bank,sales9093@goliathnationalbank.com,DE26143959,DE,+1-645-306-3422,Rep C,,"$21,000"
HubSpot,HB-9094,Massive Dynamic Corp,sales9094@massivedynamic.com,UK21680625,UK,+1-629-215-7790,Rep A,,"$14,000"
HubSpot,HB-9095,Bluth Development,sales9095@bluthcompany.com,UK24178065,UK,+1-697-685-8750,Rep A,,"$16,000"
HubSpot,HB-9096,Wayne Group,sales9096@wayneenterprises.com,JP29307578,JP,+1-220-445-5965,Rep B,,"$22,000"
HubSpot,HB-9097,Pied Piper Compression,sales9097@piedpiper.com,UK40595926,UK,+1-616-858-8937,Rep C,,"$28,000"
HubSpot,HB-9098,Globex Global,sales9098@globexindustries.com,FR14438720,FR,+1-447-481-9008,Rep C,,"$33,000"
HubSpot,HB-9099,Initech Inc,sales9099@initechllc.com,SG88769733,SG,+1-785-898-4511,Rep A,,"$46,000"
HubSpot,HB-9100,Stark Enterprise,sales9100@starkindustries.com,FR46115786,FR,+1-208-329-5135,Rep C,,"$24,000"
HubSpot,HB-9101,Acme Corp,sales9101@acmecorporation.com,AU85357498,AU,+1-483-367-5895,Rep A,,"$14,000"
HubSpot,HB-9102,Hooli Search,sales9102@hooli.com,FR17620167,FR,+1-628-514-7361,Rep C,,"$7,000"
HubSpot,HB-9103,Bluth Development,sales9103@bluthcompany.com,FR56059101,FR,+1-771-285-5813,Rep A,,"$35,000"
HubSpot,HB-9104,Apex Solutions LLC,sales9104@apexsolutions.com,CA85031958,CA,+1-630-907-6428,Rep B,,"$21,000"
HubSpot,HB-9105,Bluth Development,sales9105@bluthcompany.com,CA72244897,CA,+1-897-490-9680,Rep B,,"$31,000"
HubSpot,HB-9106,Globex Global,sales9106@globexindustries.com,DE28436852,DE,+1-381-420-1950,Rep A,,"$33,000"
HubSpot,HB-9107,Wayne Group,sales9107@wayneenterprises.com,FR32629881,FR,+1-688-492-1076,Rep A,,"$39,000"
HubSpot,HB-9108,Umbrella Holdings,sales9108@umbrellacorp.com,AU11889398,AU,+1-305-492-9246,Rep C,,"$24,000"
HubSpot,HB-9109,Initech Inc,sales9109@initechllc.com,UK16136213,UK,+1-701-467-4087,Rep A,,"$30,000"
HubSpot,HB-9110,Acme Corp,sales9110@acmecorporation.com,FR40107903,FR,+1-584-997-5190,Rep C,,"$44,000"
HubSpot,HB-9111,Pied Piper Compression,sales9111@piedpiper.com,DE37581060,DE,+1-307-623-2928,Rep B,,"$12,000"
HubSpot,HB-9112,Nexus Corp,sales9112@nexusglobalinc.com,SG36661903,SG,+1-412-804-8875,Rep B,,"$20,000"
HubSpot,HB-9113,Acme Corp,sales9113@acmecorporation.com,US21945758,US,+1-859-336-8483,Rep B,,"$21,000"
HubSpot,HB-9114,Dunder Paper Co,sales9114@dundermifflin.com,US23396125,US,+1-246-109-3267,Rep C,,"$46,000"
HubSpot,HB-9115,Initech Inc,sales9115@initechllc.com,AU57986515,AU,+1-667-378-7319,Rep C,,"$35,000"
HubSpot,HB-9116,Vandelay Imports,sales9116@vandelayindustries.com,DE25174194,DE,+1-385-725-7221,Rep B,,"$44,000"
HubSpot,HB-9117,Acme Corp,sales9117@acmecorporation.com,,DE,+1-894-637-4669,Rep C,,"$26,000"
HubSpot,HB-9118,Hooli Search,sales9118@hooli.com,UK68095862,UK,+1-827-155-1190,Rep C,,"$15,000"
HubSpot,HB-9119,Hooli Search,sales9119@hooli.com,SG76549837,SG,+1-763-758-7203,Rep B,,"$20,000"
HubSpot,HB-9120,Stellar Tech,sales9120@stellartechnologies.com,SG69618021,SG,+1-622-136-9996,Rep A,,"$10,000"
HubSpot,HB-9121,Goliath Bank,sales9121@goliathnationalbank.com,CA78227936,CA,+1-834-714-8751,Rep C,,"$47,000"
HubSpot,HB-9122,Vandelay Imports,sales9122@vandelayindustries.com,UK44130133,UK,+1-247-748-3018,Rep B,,"$34,000"
HubSpot,HB-9123,Bluth Development,sales9123@bluthcompany.com,DE76951647,DE,+1-720-899-3903,Rep C,,"$42,000"
HubSpot,HB-9124,Initech Inc,sales9124@initechllc.com,DE23898777,DE,+1-551-401-8419,Rep A,,"$13,000"
HubSpot,HB-9125,Vandelay Imports,sales9125@vandelayindustries.com,CA83525272,CA,+1-888-235-3913,Rep C,,"$39,000"
HubSpot,HB-9126,Massive Dynamic Corp,sales9126@massivedynamic.com,UK57276557,UK,+1-735-209-1414,Rep B,,"$14,000"
HubSpot,HB-9127,Globex Global,sales9127@globexindustries.com,US36830448,US,+1-754-133-6876,Rep B,,"$11,000"
HubSpot,HB-9128,Goliath Bank,sales9128@goliathnationalbank.com,FR96854901,FR,+1-765-155-1212,Rep C,,"$21,000"
